year,ind,series,value,ind_title,ind_2d
2019,339,taxes,100,Miscellaneous manufacturing,FALSE
2020,339,taxes,-104.76190476190477,Miscellaneous manufacturing,FALSE
2021,339,taxes,-38.095238095238095,Miscellaneous manufacturing,FALSE
2022,339,taxes,114.28571428571428,Miscellaneous manufacturing,FALSE
2023,339,taxes,119.04761904761904,Miscellaneous manufacturing,FALSE
2019,42,coe,100,Wholesale trade,TRUE
2020,42,coe,100.68039391226499,Wholesale trade,TRUE
2021,42,coe,108.7018800358102,Wholesale trade,TRUE
2022,42,coe,119.42703670546106,Wholesale trade,TRUE
2023,42,coe,126.53536257833483,Wholesale trade,TRUE
2019,42,gos,100,Wholesale trade,TRUE
2020,42,gos,111.48293963254594,Wholesale trade,TRUE
2021,42,gos,112.62029746281715,Wholesale trade,TRUE
2022,42,gos,131.10236220472441,Wholesale trade,TRUE
2023,42,gos,139.58880139982503,Wholesale trade,TRUE
2019,42,taxes,100,Wholesale trade,TRUE
2020,42,taxes,81.71469228032728,Wholesale trade,TRUE
2021,42,taxes,104.26894343649947,Wholesale trade,TRUE
2022,42,taxes,117.07577374599785,Wholesale trade,TRUE
2023,42,taxes,109.6051227321238,Wholesale trade,TRUE
2019,44-45,coe,100,Retail trade,TRUE
2020,44-45,coe,102.65378125479369,Retail trade,TRUE
2021,44-45,coe,114.72618499769904,Retail trade,TRUE
2022,44-45,coe,117.87083908574935,Retail trade,TRUE
2023,44-45,coe,123.4391777880043,Retail trade,TRUE
2019,44-45,gos,100,Retail trade,TRUE
2020,44-45,gos,122.75675675675676,Retail trade,TRUE
2021,44-45,gos,144.1891891891892,Retail trade,TRUE
2022,44-45,gos,144.75675675675674,Retail trade,TRUE
2023,44-45,gos,170.75675675675674,Retail trade,TRUE
2019,44-45,taxes,100,Retail trade,TRUE
2020,44-45,taxes,81.97105983574502,Retail trade,TRUE
2021,44-45,taxes,99.21783339851389,Retail trade,TRUE
2022,44-45,taxes,127.02385608134533,Retail trade,TRUE
2023,44-45,taxes,131.3648807195933,Retail trade,TRUE
2019,441,coe,100,Motor vehicle and parts dealers,FALSE
2020,441,coe,99.92217898832685,Motor vehicle and parts dealers,FALSE
2021,441,coe,121.47859922178988,Motor vehicle and parts dealers,FALSE
2022,441,coe,126.147859922179,Motor vehicle and parts dealers,FALSE
2023,441,coe,130.3501945525292,Motor vehicle and parts dealers,FALSE
2019,441,gos,100,Motor vehicle and parts dealers,FALSE
2020,441,gos,119.33774834437087,Motor vehicle and parts dealers,FALSE
2021,441,gos,145.03311258278146,Motor vehicle and parts dealers,FALSE
2022,441,gos,145.6953642384106,Motor vehicle and parts dealers,FALSE
2023,441,gos,163.841059602649,Motor vehicle and parts dealers,FALSE
2019,441,taxes,100,Motor vehicle and parts dealers,FALSE
2020,441,taxes,68.78504672897195,Motor vehicle and parts dealers,FALSE
2021,441,taxes,96.26168224299066,Motor vehicle and parts dealers,FALSE
2022,441,taxes,127.4766355140187,Motor vehicle and parts dealers,FALSE
2023,441,taxes,131.77570093457945,Motor vehicle and parts dealers,FALSE
2019,445,coe,100,Food and beverage stores,FALSE
2020,445,coe,109.86460348162475,Food and beverage stores,FALSE
2021,445,coe,111.41199226305609,Food and beverage stores,FALSE
2022,445,coe,117.50483558994196,Food and beverage stores,FALSE
2023,445,coe,128.43326885880077,Food and beverage stores,FALSE
2019,445,gos,100,Food and beverage stores,FALSE
2020,445,gos,147.9892761394102,Food and beverage stores,FALSE
2021,445,gos,150.67024128686327,Food and beverage stores,FALSE
2022,445,gos,142.0911528150134,Food and beverage stores,FALSE
2023,445,gos,167.0241286863271,Food and beverage stores,FALSE
2019,445,taxes,100,Food and beverage stores,FALSE
2020,445,taxes,80,Food and beverage stores,FALSE
2021,445,taxes,92.5,Food and beverage stores,FALSE
2022,445,taxes,126.42857142857143,Food and beverage stores,FALSE
2023,445,taxes,131.07142857142858,Food and beverage stores,FALSE
2019,452,coe,100,General merchandise stores,FALSE
2020,452,coe,103.61944157187176,General merchandise stores,FALSE
2021,452,coe,115.09824198552224,General merchandise stores,FALSE
2022,452,coe,119.23474663908996,General merchandise stores,FALSE
2023,452,coe,121.61323681489141,General merchandise stores,FALSE
2019,452,gos,100,General merchandise stores,FALSE
2020,452,gos,98.98477157360406,General merchandise stores,FALSE
2021,452,gos,128.93401015228426,General merchandise stores,FALSE
2022,452,gos,122.33502538071066,General merchandise stores,FALSE
2023,452,gos,143.14720812182742,General merchandise stores,FALSE
2019,452,taxes,100,General merchandise stores,FALSE
2020,452,taxes,97.70642201834862,General merchandise stores,FALSE
2021,452,taxes,106.65137614678899,General merchandise stores,FALSE
2022,452,taxes,127.5229357798165,General merchandise stores,FALSE
2023,452,taxes,131.65137614678898,General merchandise stores,FALSE
2019,459,coe,100,Other retail,FALSE
2020,459,coe,101.17537890504177,Other retail,FALSE
2021,459,coe,113.02196102690999,Other retail,FALSE
2022,459,coe,114.2901330034024,Other retail,FALSE
2023,459,coe,119.64120012372409,Other retail,FALSE
2019,459,gos,100,Other retail,FALSE
2020,459,gos,121.8013468013468,Other retail,FALSE
2021,459,gos,144.14983164983164,Other retail,FALSE
2022,459,gos,146.7171717171717,Other retail,FALSE
2023,459,gos,175.75757575757575,Other retail,FALSE
2019,459,taxes,100,Other retail,FALSE
2020,459,taxes,82.6186830015314,Other retail,FALSE
2021,459,taxes,99.46401225114855,Other retail,FALSE
2022,459,taxes,126.79938744257275,Other retail,FALSE
2023,459,taxes,131.16385911179174,Other retail,FALSE
2019,48-49,coe,100,Transportation and warehousing,TRUE
2020,48-49,coe,99.7568093385214,Transportation and warehousing,TRUE
2021,48-49,coe,112.08657587548639,Transportation and warehousing,TRUE
2022,48-49,coe,125.1215953307393,Transportation and warehousing,TRUE
2023,48-49,coe,132.12548638132293,Transportation and warehousing,TRUE
2019,48-49,gos,100,Transportation and warehousing,TRUE
2020,48-49,gos,93.50393700787401,Transportation and warehousing,TRUE
2021,48-49,gos,123.0708661417323,Transportation and warehousing,TRUE
2022,48-49,gos,137.99212598425197,Transportation and warehousing,TRUE
2023,48-49,gos,136.5748031496063,Transportation and warehousing,TRUE
2019,48-49,taxes,100,Transportation and warehousing,TRUE
2020,48-49,taxes,-20.089285714285715,Transportation and warehousing,TRUE
2021,48-49,taxes,4.464285714285714,Transportation and warehousing,TRUE
2022,48-49,taxes,114.28571428571429,Transportation and warehousing,TRUE
2023,48-49,taxes,119.64285714285715,Transportation and warehousing,TRUE
2019,481,coe,100,Air transportation,FALSE
2020,481,coe,91.25596184419715,Air transportation,FALSE
2021,481,coe,91.89189189189189,Air transportation,FALSE
2022,481,coe,105.4054054054054,Air transportation,FALSE
2023,481,coe,125.7551669316375,Air transportation,FALSE
2019,481,gos,100,Air transportation,FALSE
2020,481,gos,25.051334702258725,Air transportation,FALSE
2021,481,gos,77.61806981519506,Air transportation,FALSE
2022,481,gos,97.3305954825462,Air transportation,FALSE
2023,481,gos,108.0082135523614,Air transportation,FALSE
2019,481,taxes,100,Air transportation,FALSE
2020,481,taxes,-20.27972027972028,Air transportation,FALSE
2021,481,taxes,1.3986013986013985,Air transportation,FALSE
2022,481,taxes,115.38461538461537,Air transportation,FALSE
2023,481,taxes,122.02797202797203,Air transportation,FALSE
2019,482,coe,100,Rail transportation,FALSE
2020,482,coe,88.26086956521739,Rail transportation,FALSE
2021,482,coe,86.95652173913044,Rail transportation,FALSE
2022,482,coe,94.34782608695652,Rail transportation,FALSE
2023,482,coe,101.30434782608695,Rail transportation,FALSE
2019,482,gos,100,Rail transportation,FALSE
2020,482,gos,100.86580086580086,Rail transportation,FALSE
2021,482,gos,120.34632034632034,Rail transportation,FALSE
2022,482,gos,133.76623376623377,Rail transportation,FALSE
2023,482,gos,135.06493506493504,Rail transportation,FALSE
2019,482,taxes,100,Rail transportation,FALSE
2020,482,taxes,-1800,Rail transportation,FALSE
2021,482,taxes,-2700,Rail transportation,FALSE
2022,482,taxes,-700,Rail transportation,FALSE
2023,482,taxes,-1500,Rail transportation,FALSE
2019,483,coe,100,Water transportation,FALSE
2020,483,coe,93.5064935064935,Water transportation,FALSE
2021,483,coe,94.8051948051948,Water transportation,FALSE
2022,483,coe,109.0909090909091,Water transportation,FALSE
2023,483,coe,119.48051948051946,Water transportation,FALSE
2019,483,gos,100,Water transportation,FALSE
2020,483,gos,74.24242424242425,Water transportation,FALSE
2021,483,gos,174.24242424242425,Water transportation,FALSE
2022,483,gos,195.45454545454547,Water transportation,FALSE
2023,483,gos,210.60606060606062,Water transportation,FALSE
2019,483,taxes,100,Water transportation,FALSE
2020,483,taxes,58.333333333333336,Water transportation,FALSE
2021,483,taxes,50,Water transportation,FALSE
2022,483,taxes,108.33333333333334,Water transportation,FALSE
2023,483,taxes,116.66666666666667,Water transportation,FALSE
2019,484,coe,100,Truck transportation,FALSE
2020,484,coe,98.91402714932127,Truck transportation,FALSE
2021,484,coe,109.77375565610859,Truck transportation,FALSE
2022,484,coe,120.4524886877828,Truck transportation,FALSE
2023,484,coe,121.26696832579185,Truck transportation,FALSE
2019,484,gos,100,Truck transportation,FALSE
2020,484,gos,111.70731707317073,Truck transportation,FALSE
2021,484,gos,132.1951219512195,Truck transportation,FALSE
2022,484,gos,146.58536585365854,Truck transportation,FALSE
2023,484,gos,141.9512195121951,Truck transportation,FALSE
2019,484,taxes,100,Truck transportation,FALSE
2020,484,taxes,-86,Truck transportation,FALSE
2021,484,taxes,14,Truck transportation,FALSE
2022,484,taxes,118,Truck transportation,FALSE
2023,484,taxes,124,Truck transportation,FALSE
2019,485,coe,100,Transit and ground passenger transportation,FALSE
2020,485,coe,72.11538461538461,Transit and ground passenger transportation,FALSE
2021,485,coe,81.41025641025641,Transit and ground passenger transportation,FALSE
2022,485,coe,92.94871794871796,Transit and ground passenger transportation,FALSE
2023,485,coe,107.6923076923077,Transit and ground passenger transportation,FALSE
2019,485,gos,100,Transit and ground passenger transportation,FALSE
2020,485,gos,85.16746411483254,Transit and ground passenger transportation,FALSE
2021,485,gos,111.00478468899523,Transit and ground passenger transportation,FALSE
2022,485,gos,121.53110047846891,Transit and ground passenger transportation,FALSE
2023,485,gos,155.50239234449762,Transit and ground passenger transportation,FALSE
2019,485,taxes,100,Transit and ground passenger transportation,FALSE
2020,485,taxes,21.73913043478261,Transit and ground passenger transportation,FALSE
2021,485,taxes,-73.91304347826087,Transit and ground passenger transportation,FALSE
2022,485,taxes,113.04347826086958,Transit and ground passenger transportation,FALSE
2023,485,taxes,121.73913043478262,Transit and ground passenger transportation,FALSE
2019,486,coe,100,Pipeline transportation,FALSE
2020,486,coe,98.83720930232559,Pipeline transportation,FALSE
2021,486,coe,95.34883720930232,Pipeline transportation,FALSE
2022,486,coe,103.48837209302326,Pipeline transportation,FALSE
2023,486,coe,116.27906976744187,Pipeline transportation,FALSE
2019,486,gos,100,Pipeline transportation,FALSE
2020,486,gos,98.49056603773585,Pipeline transportation,FALSE
2021,486,gos,110.94339622641509,Pipeline transportation,FALSE
2022,486,gos,119.62264150943396,Pipeline transportation,FALSE
2023,486,gos,128.30188679245282,Pipeline transportation,FALSE
2019,486,taxes,100,Pipeline transportation,FALSE
2020,486,taxes,100,Pipeline transportation,FALSE
2021,486,taxes,105.12820512820511,Pipeline transportation,FALSE
2022,486,taxes,112.82051282051283,Pipeline transportation,FALSE
2023,486,taxes,120.51282051282051,Pipeline transportation,FALSE
2019,487OS,coe,100,Other transportation and support activities,FALSE
2020,487OS,coe,105.5609756097561,Other transportation and support activities,FALSE
2021,487OS,coe,123.51219512195122,Other transportation and support activities,FALSE
2022,487OS,coe,133.65853658536585,Other transportation and support activities,FALSE
2023,487OS,coe,138.6341463414634,Other transportation and support activities,FALSE
2019,487OS,gos,100,Other transportation and support activities,FALSE
2020,487OS,gos,146.2532299741602,Other transportation and support activities,FALSE
2021,487OS,gos,177.51937984496124,Other transportation and support activities,FALSE
2022,487OS,gos,201.2919896640827,Other transportation and support activities,FALSE
2023,487OS,gos,159.68992248062014,Other transportation and support activities,FALSE
2019,487OS,taxes,100,Other transportation and support activities,FALSE
2020,487OS,taxes,-71.42857142857143,Other transportation and support activities,FALSE
2021,487OS,taxes,14.285714285714286,Other transportation and support activities,FALSE
2022,487OS,taxes,117.85714285714286,Other transportation and support activities,FALSE
2023,487OS,taxes,128.57142857142858,Other transportation and support activities,FALSE
2019,493,coe,100,Warehousing and storage,FALSE
2020,493,coe,118.67283950617286,Warehousing and storage,FALSE
2021,493,coe,145.37037037037038,Warehousing and storage,FALSE
2022,493,coe,169.7530864197531,Warehousing and storage,FALSE
2023,493,coe,172.6851851851852,Warehousing and storage,FALSE
2019,493,gos,100,Warehousing and storage,FALSE
2020,493,gos,63.15789473684211,Warehousing and storage,FALSE
2021,493,gos,75,Warehousing and storage,FALSE
2022,493,gos,56.578947368421055,Warehousing and storage,FALSE
2023,493,gos,59.21052631578948,Warehousing and storage,FALSE
2019,493,taxes,100,Warehousing and storage,FALSE
2020,493,taxes,-10,Warehousing and storage,FALSE
2021,493,taxes,30,Warehousing and storage,FALSE
2022,493,taxes,130,Warehousing and storage,FALSE
2023,493,taxes,140,Warehousing and storage,FALSE
2019,51,coe,100,Information,TRUE
2020,51,coe,106.37181409295353,Information,TRUE
2021,51,coe,127.0864567716142,Information,TRUE
2022,51,coe,128.5607196401799,Information,TRUE
2023,51,coe,135.00749625187404,Information,TRUE
2019,51,gos,100,Information,TRUE
2020,51,gos,103.37360047142016,Information,TRUE
2021,51,gos,109.70830878020035,Information,TRUE
2022,51,gos,115.60106069534473,Information,TRUE
2023,51,gos,128.49145550972304,Information,TRUE
2019,51,taxes,100,Information,TRUE
2020,51,taxes,84.61538461538461,Information,TRUE
2021,51,taxes,89.79591836734693,Information,TRUE
2022,51,taxes,107.06436420722135,Information,TRUE
2023,51,taxes,102.66875981161697,Information,TRUE
2019,511,coe,100,"Publishing industries, except internet (includes software)",FALSE
2020,511,coe,109.46843853820599,"Publishing industries, except internet (includes software)",FALSE
2021,511,coe,135.29900332225913,"Publishing industries, except internet (includes software)",FALSE
2022,511,coe,134.38538205980066,"Publishing industries, except internet (includes software)",FALSE
2023,511,coe,145.51495016611295,"Publishing industries, except internet (includes software)",FALSE
2019,511,gos,100,"Publishing industries, except internet (includes software)",FALSE
2020,511,gos,110.90548578982154,"Publishing industries, except internet (includes software)",FALSE
2021,511,gos,121.08393919365498,"Publishing industries, except internet (includes software)",FALSE
2022,511,gos,124.45472571050891,"Publishing industries, except internet (includes software)",FALSE
2023,511,gos,144.34897554527427,"Publishing industries, except internet (includes software)",FALSE
2019,511,taxes,100,"Publishing industries, except internet (includes software)",FALSE
2020,511,taxes,52.23880597014925,"Publishing industries, except internet (includes software)",FALSE
2021,511,taxes,77.61194029850746,"Publishing industries, except internet (includes software)",FALSE
2022,511,taxes,111.94029850746269,"Publishing industries, except internet (includes software)",FALSE
2023,511,taxes,119.40298507462687,"Publishing industries, except internet (includes software)",FALSE
2019,512,coe,100,Motion picture and sound recording industries,FALSE
2020,512,coe,84.94897959183672,Motion picture and sound recording industries,FALSE
2021,512,coe,110.45918367346938,Motion picture and sound recording industries,FALSE
2022,512,coe,120.15306122448979,Motion picture and sound recording industries,FALSE
2023,512,coe,101.53061224489794,Motion picture and sound recording industries,FALSE
2019,512,gos,100,Motion picture and sound recording industries,FALSE
2020,512,gos,90.02320185614848,Motion picture and sound recording industries,FALSE
2021,512,gos,110.20881670533642,Motion picture and sound recording industries,FALSE
2022,512,gos,141.06728538283062,Motion picture and sound recording industries,FALSE
2023,512,gos,156.61252900232017,Motion picture and sound recording industries,FALSE
2019,512,taxes,100,Motion picture and sound recording industries,FALSE
2020,512,taxes,58.730158730158735,Motion picture and sound recording industries,FALSE
2021,512,taxes,28.571428571428573,Motion picture and sound recording industries,FALSE
2022,512,taxes,90.47619047619048,Motion picture and sound recording industries,FALSE
2023,512,taxes,106.34920634920636,Motion picture and sound recording industries,FALSE
2019,513,coe,100,Broadcasting and telecommunications,FALSE
2020,513,coe,100,Broadcasting and telecommunications,FALSE
2021,513,coe,102.99823633156966,Broadcasting and telecommunications,FALSE
2022,513,coe,104.4973544973545,Broadcasting and telecommunications,FALSE
2023,513,coe,107.58377425044091,Broadcasting and telecommunications,FALSE
2019,513,gos,100,Broadcasting and telecommunications,FALSE
2020,513,gos,96.22202848009299,Broadcasting and telecommunications,FALSE
2021,513,gos,98.08195292066259,Broadcasting and telecommunications,FALSE
2022,513,gos,92.5893635571055,Broadcasting and telecommunications,FALSE
2023,513,gos,95.43737285672769,Broadcasting and telecommunications,FALSE
2019,513,taxes,100,Broadcasting and telecommunications,FALSE
2020,513,taxes,96.5986394557823,Broadcasting and telecommunications,FALSE
2021,513,taxes,98.86621315192744,Broadcasting and telecommunications,FALSE
2022,513,taxes,106.57596371882086,Broadcasting and telecommunications,FALSE
2023,513,taxes,96.3718820861678,Broadcasting and telecommunications,FALSE
2019,514,coe,100,"Data processing, internet publishing, and other information services",FALSE
2020,514,coe,115.64465408805032,"Data processing, internet publishing, and other information services",FALSE
2021,514,coe,145.91194968553458,"Data processing, internet publishing, and other information services",FALSE
2022,514,coe,147.0125786163522,"Data processing, internet publishing, and other information services",FALSE
2023,514,coe,159.82704402515722,"Data processing, internet publishing, and other information services",FALSE
2019,514,gos,100,"Data processing, internet publishing, and other information services",FALSE
2020,514,gos,116.89237348538845,"Data processing, internet publishing, and other information services",FALSE
2021,514,gos,125.73057733428367,"Data processing, internet publishing, and other information services",FALSE
2022,514,gos,154.66856735566643,"Data processing, internet publishing, and other information services",FALSE
2023,514,gos,183.82038488952242,"Data processing, internet publishing, and other information services",FALSE
2019,514,taxes,100,"Data processing, internet publishing, and other information services",FALSE
2020,514,taxes,62.12121212121212,"Data processing, internet publishing, and other information services",FALSE
2021,514,taxes,98.48484848484848,"Data processing, internet publishing, and other information services",FALSE
2022,514,taxes,122.72727272727273,"Data processing, internet publishing, and other information services",FALSE
2023,514,taxes,124.24242424242424,"Data processing, internet publishing, and other information services",FALSE
2019,52,coe,100,Finance and insurance,TRUE
2020,52,coe,107.12775951150775,Finance and insurance,TRUE
2021,52,coe,116.32221700328793,Finance and insurance,TRUE
2022,52,coe,119.95068107092531,Finance and insurance,TRUE
2023,52,coe,124.7299201503053,Finance and insurance,TRUE
2019,52,gos,100,Finance and insurance,TRUE
2020,52,gos,100.14895057549086,Finance and insurance,TRUE
2021,52,gos,109.3026404874746,Finance and insurance,TRUE
2022,52,gos,113.79823967501693,Finance and insurance,TRUE
2023,52,gos,118.46987136086662,Finance and insurance,TRUE
2019,52,taxes,100,Finance and insurance,TRUE
2020,52,taxes,106.76328502415458,Finance and insurance,TRUE
2021,52,taxes,98.55072463768116,Finance and insurance,TRUE
2022,52,taxes,118.67954911433172,Finance and insurance,TRUE
2023,52,taxes,126.40901771336554,Finance and insurance,TRUE
2019,521CI,coe,100,"Federal Reserve banks, credit intermediation, and related activities",FALSE
2020,521CI,coe,110.25552486187844,"Federal Reserve banks, credit intermediation, and related activities",FALSE
2021,521CI,coe,120.68370165745856,"Federal Reserve banks, credit intermediation, and related activities",FALSE
2022,521CI,coe,118.33563535911601,"Federal Reserve banks, credit intermediation, and related activities",FALSE
2023,521CI,coe,120.68370165745856,"Federal Reserve banks, credit intermediation, and related activities",FALSE
2019,521CI,gos,100,"Federal Reserve banks, credit intermediation, and related activities",FALSE
2020,521CI,gos,101.18715083798882,"Federal Reserve banks, credit intermediation, and related activities",FALSE
2021,521CI,gos,109.91620111731844,"Federal Reserve banks, credit intermediation, and related activities",FALSE
2022,521CI,gos,119.11080074487896,"Federal Reserve banks, credit intermediation, and related activities",FALSE
2023,521CI,gos,125.65176908752325,"Federal Reserve banks, credit intermediation, and related activities",FALSE
2019,521CI,taxes,100,"Federal Reserve banks, credit intermediation, and related activities",FALSE
2020,521CI,taxes,89.95215311004786,"Federal Reserve banks, credit intermediation, and related activities",FALSE
2021,521CI,taxes,97.60765550239233,"Federal Reserve banks, credit intermediation, and related activities",FALSE
2022,521CI,taxes,115.311004784689,"Federal Reserve banks, credit intermediation, and related activities",FALSE
2023,521CI,taxes,115.311004784689,"Federal Reserve banks, credit intermediation, and related activities",FALSE
2019,523,coe,100,"Securities, commodity contracts, and investments",FALSE
2020,523,coe,105.06717850287907,"Securities, commodity contracts, and investments",FALSE
2021,523,coe,120.23032629558541,"Securities, commodity contracts, and investments",FALSE
2022,523,coe,125.1823416506718,"Securities, commodity contracts, and investments",FALSE
2023,523,coe,129.59692898272553,"Securities, commodity contracts, and investments",FALSE
2019,523,gos,100,"Securities, commodity contracts, and investments",FALSE
2020,523,gos,271.54471544715443,"Securities, commodity contracts, and investments",FALSE
2021,523,gos,314.6341463414634,"Securities, commodity contracts, and investments",FALSE
2022,523,gos,134.95934959349594,"Securities, commodity contracts, and investments",FALSE
2023,523,gos,134.14634146341461,"Securities, commodity contracts, and investments",FALSE
2019,523,taxes,100,"Securities, commodity contracts, and investments",FALSE
2020,523,taxes,48.387096774193544,"Securities, commodity contracts, and investments",FALSE
2021,523,taxes,98.38709677419355,"Securities, commodity contracts, and investments",FALSE
2022,523,taxes,125.80645161290322,"Securities, commodity contracts, and investments",FALSE
2023,523,taxes,132.258064516129,"Securities, commodity contracts, and investments",FALSE
2019,524,coe,100,Insurance carriers and related activities,FALSE
2020,524,coe,105.79370395177493,Insurance carriers and related activities,FALSE
2021,524,coe,108.43938379102478,Insurance carriers and related activities,FALSE
2022,524,coe,116.34293369055592,Insurance carriers and related activities,FALSE
2023,524,coe,123.57669122572001,Insurance carriers and related activities,FALSE
2019,524,gos,100,Insurance carriers and related activities,FALSE
2020,524,gos,91.82579564489113,Insurance carriers and related activities,FALSE
2021,524,gos,93.63484087102178,Insurance carriers and related activities,FALSE
2022,524,gos,99.96649916247905,Insurance carriers and related activities,FALSE
2023,524,gos,102.78056951423785,Insurance carriers and related activities,FALSE
2019,524,taxes,100,Insurance carriers and related activities,FALSE
2020,524,taxes,129.15451895043734,Insurance carriers and related activities,FALSE
2021,524,taxes,99.12536443148689,Insurance carriers and related activities,FALSE
2022,524,taxes,119.53352769679302,Insurance carriers and related activities,FALSE
2023,524,taxes,132.36151603498544,Insurance carriers and related activities,FALSE
2019,525,coe,100,"Funds, trusts, and other financial vehicles",FALSE
2020,525,coe,121.42857142857143,"Funds, trusts, and other financial vehicles",FALSE
2021,525,coe,146.42857142857142,"Funds, trusts, and other financial vehicles",FALSE
2022,525,coe,189.2857142857143,"Funds, trusts, and other financial vehicles",FALSE
2023,525,coe,217.85714285714286,"Funds, trusts, and other financial vehicles",FALSE
2019,525,gos,100,"Funds, trusts, and other financial vehicles",FALSE
2020,525,gos,144.44444444444443,"Funds, trusts, and other financial vehicles",FALSE
2021,525,gos,-933.3333333333333,"Funds, trusts, and other financial vehicles",FALSE
2022,525,gos,-761.1111111111111,"Funds, trusts, and other financial vehicles",FALSE
2023,525,gos,-661.1111111111111,"Funds, trusts, and other financial vehicles",FALSE
2019,525,taxes,100,"Funds, trusts, and other financial vehicles",FALSE
2020,525,taxes,37.5,"Funds, trusts, and other financial vehicles",FALSE
2021,525,taxes,75,"Funds, trusts, and other financial vehicles",FALSE
2022,525,taxes,100,"Funds, trusts, and other financial vehicles",FALSE
2023,525,taxes,100,"Funds, trusts, and other financial vehicles",FALSE
2019,53,coe,100,Real estate and rental and leasing,TRUE
2020,53,coe,99.82311320754717,Real estate and rental and leasing,TRUE
2021,53,coe,112.02830188679246,Real estate and rental and leasing,TRUE
2022,53,coe,122.8183962264151,Real estate and rental and leasing,TRUE
2023,53,coe,126.59198113207547,Real estate and rental and leasing,TRUE
2019,53,gos,100,Real estate and rental and leasing,TRUE
2020,53,gos,105.1770178309932,Real estate and rental and leasing,TRUE
2021,53,gos,113.29141183564475,Real estate and rental and leasing,TRUE
2022,53,gos,125.32948574381945,Real estate and rental and leasing,TRUE
2023,53,gos,137.47092772848652,Real estate and rental and leasing,TRUE
2019,53,taxes,100,Real estate and rental and leasing,TRUE
2020,53,taxes,95.13513513513513,Real estate and rental and leasing,TRUE
2021,53,taxes,103.08426073131956,Real estate and rental and leasing,TRUE
2022,53,taxes,115.64387917329094,Real estate and rental and leasing,TRUE
